X product,,,,,,,,,,,,,,,Y product,,,,,,,,,,,,,,,Z product,,,,,,,,,,,,,,,A product,,,,,,,,,,,,,,,B product,,,,,,,,,,,,,,,C product,,,,,,,,,,,,,,,D product,,,,,,,,,,,,,,,E product,,,,,,,,,,,,,,,F product,,,,,,,,,,,,,,,G product,,,,,,,,,,,,,,,H product,,,,,,,,,,,,,,
,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,,,Sales,Favorite count,Click count,Basket count,Stock,Price,Rating,Review,"""Notify me"" count",Variant(size),Remove from favorite,Impression,Gender,
3076,0,0,223,3,10,4,10,0,3,"S,M,L,XL",3,770,Male,,3076,5,2,40,26,2,6,5,4,0,Y,6,592,Female,,3076,13,1,34,15,12,8,10,13,1,"S,M,L,XL",7,731,Male,,3076,24,22,100,25,16,30,5,14,5,A,12,581,Female,,3076,17,6,353,23,9,4,9,14,2,B,10,573,Male,,3076,8,5,353,29,3,35,9,1,5,L,8,395,Female,,3076,0,0,479,13,7,400,8,0,1,K,8,490,Male,,3076,10,1,293,18,13,200,5,5,0,C,12,348,Female,,3076,2,0,54,30,10,150,5,2,5,D,9,878,Male,,3076,118,115,1514,137,76,15,10,58,20,B,34,2684,Male,,3076,117,10,144,197,91,20,8,75,15,A,48,2405,Female,
3077,14,11,107,19,9,4,5,9,1,"S,M,L,XL",1,139,Male,,3077,0,0,465,24,2,6,10,0,2,Y,8,503,Female,,3077,8,3,153,11,15,8,6,7,1,"S,M,L,XL",10,183,Male,,3077,20,3,413,30,19,30,10,5,2,A,5,493,Female,,3077,14,1,271,15,11,4,8,6,5,B,8,293,Male,,3077,11,2,27,17,4,35,10,2,1,L,3,676,Female,,3077,2,2,368,7,8,400,10,2,1,K,8,393,Male,,3077,4,0,351,20,13,200,6,4,4,C,9,781,Female,,3077,3,3,379,28,4,150,10,3,0,D,2,563,Male,,3077,22,4,1169,38,12,15,5,3,50,B,1,1514,Male,,3077,15,9,190,66,192,20,9,12,35,A,89,2329,Female,
3078,13,5,293,29,18,4,5,3,0,"S,M,L,XL",13,947,Male,,3078,1,1,133,23,16,6,8,1,3,Y,14,584,Female,,3078,7,1,173,24,15,8,10,4,5,"S,M,L,XL",14,732,Male,,3078,14,5,85,22,17,30,7,8,0,A,11,658,Female,,3078,8,5,342,17,10,4,8,5,5,B,6,473,Male,,3078,10,8,399,14,14,35,6,0,1,L,0,634,Female,,3078,1,0,469,6,6,400,9,0,5,K,9,484,Male,,3078,6,5,384,8,4,200,8,4,2,C,1,620,Female,,3078,9,1,427,17,17,150,6,3,5,D,0,765,Male,,3078,6,4,1652,142,18,15,8,5,8,B,3,2916,Male,,3078,136,89,2098,197,66,20,7,16,37,A,45,4438,Female,
3079,2,0,83,28,3,4,5,1,5,"S,M,L,XL",8,300,Male,,3079,9,8,115,13,18,6,7,2,1,Y,14,231,Female,,3079,13,12,39,29,9,8,10,13,4,"S,M,L,XL",14,661,Male,,3079,18,14,370,22,9,30,7,9,0,A,10,414,Female,,3079,28,6,263,28,6,4,6,24,1,B,2,588,Male,,3079,3,2,390,20,20,35,10,1,4,L,9,644,Female,,3079,0,0,316,3,5,400,10,0,1,K,3,498,Male,,3079,23,15,352,19,13,200,9,0,5,C,6,427,Female,,3079,6,4,379,20,9,150,9,6,4,D,5,545,Male,,3079,84,24,1417,115,38,15,9,81,44,B,27,2656,Male,,3079,91,40,2180,96,64,20,10,34,40,A,37,3935,Female,
3080,6,3,147,15,15,4,7,5,3,"S,M,L,XL",15,728,Male,,3080,5,1,351,10,6,6,6,4,3,Y,8,486,Female,,3080,10,2,110,21,7,8,7,9,2,"S,M,L,XL",1,713,Male,,3080,21,1,160,29,7,30,8,15,5,A,6,186,Female,,3080,29,29,417,30,2,4,7,13,3,B,10,473,Male,,3080,10,4,381,21,4,35,10,6,5,L,14,516,Female,,3080,0,0,366,10,9,400,10,0,5,K,12,417,Male,,3080,22,1,370,25,3,200,9,1,0,C,13,528,Female,,3080,1,0,13,15,4,150,7,1,0,D,3,211,Male,,3080,86,30,1415,109,23,15,7,62,15,B,32,1575,Male,,3080,94,23,42,176,112,20,9,50,43,A,9,770,Female,
3081,0,0,373,20,4,4,7,0,2,"S,M,L,XL",12,624,Male,,3081,8,1,374,24,5,6,9,1,5,Y,15,413,Female,,3081,15,15,249,25,20,8,10,3,1,"S,M,L,XL",3,373,Male,,3081,0,0,38,3,13,30,8,0,0,A,2,330,Female,,3081,19,2,429,20,8,4,10,13,5,B,14,561,Male,,3081,7,1,175,15,10,35,9,2,1,L,6,695,Female,,3081,2,2,68,7,5,400,6,2,5,K,10,91,Male,,3081,1,0,105,27,3,200,6,0,1,C,5,667,Female,,3081,10,4,192,11,3,150,6,6,0,D,14,657,Male,,3081,104,74,255,148,30,15,7,49,40,B,20,1888,Male,,3081,119,101,724,150,180,20,10,78,34,A,67,802,Female,
3082,10,10,131,18,16,4,5,9,4,"S,M,L,XL",9,847,Male,,3082,11,9,244,17,11,6,9,10,3,Y,5,402,Female,,3082,2,2,68,17,17,8,5,1,3,"S,M,L,XL",8,383,Male,,3082,6,0,392,22,5,30,10,2,2,A,6,564,Female,,3082,25,4,28,26,5,4,8,16,4,B,14,251,Male,,3082,9,8,453,22,13,35,9,7,5,L,3,575,Female,,3082,5,0,323,8,4,400,9,3,3,K,6,416,Male,,3082,0,0,400,5,20,200,7,0,3,C,8,642,Female,,3082,10,1,91,30,14,150,6,6,4,D,8,225,Male,,3082,99,33,1739,150,69,15,9,18,34,B,9,2899,Male,,3082,15,0,328,128,150,20,8,12,16,A,49,963,Female,
3083,0,0,230,21,14,4,9,0,2,"S,M,L,XL",0,545,Male,,3083,10,4,235,10,3,6,7,5,3,Y,5,351,Female,,3083,15,14,172,24,15,8,10,11,3,"S,M,L,XL",6,366,Male,,3083,18,18,251,19,3,30,10,13,2,A,15,416,Female,,3083,28,8,204,28,19,4,5,16,0,B,6,485,Male,,3083,8,5,135,15,5,35,10,4,4,L,14,442,Female,,3083,1,1,206,9,2,400,8,0,0,K,1,392,Male,,3083,25,25,197,23,13,200,7,11,1,C,10,988,Female,,3083,8,1,36,19,2,150,6,0,2,D,8,278,Male,,3083,10,7,293,107,34,15,10,1,32,B,43,2986,Male,,3083,38,4,1632,218,119,20,7,15,25,A,83,4579,Female,
3084,0,0,292,6,15,4,9,0,0,"S,M,L,XL",14,614,Male,,3084,5,5,110,10,4,6,9,5,0,Y,7,373,Female,,3084,11,5,315,16,8,8,6,2,3,"S,M,L,XL",8,396,Male,,3084,16,5,32,24,4,30,8,10,3,A,9,215,Female,,3084,27,15,306,30,18,4,9,24,4,B,5,311,Male,,3084,9,3,91,22,20,35,10,0,2,L,13,311,Female,,3084,0,0,68,4,3,400,8,0,1,K,15,354,Male,,3084,18,8,219,30,16,200,9,4,4,C,4,794,Female,,3084,6,1,244,14,11,150,5,1,5,D,6,646,Male,,3084,28,15,918,129,44,15,5,2,17,B,25,1146,Male,,3084,126,122,281,189,163,20,10,81,19,A,14,3827,Female,
3085,12,8,263,17,19,4,6,0,4,"S,M,L,XL",11,460,Male,,3085,0,0,423,9,13,6,6,0,0,Y,9,473,Female,,3085,17,3,191,26,5,8,10,12,5,"S,M,L,XL",3,663,Male,,3085,20,2,477,20,8,30,5,14,1,A,14,611,Female,,3085,4,2,52,20,4,4,10,4,0,B,0,346,Male,,3085,12,0,193,28,3,35,9,8,2,L,2,770,Female,,3085,1,0,268,15,10,400,9,0,2,K,7,458,Male,,3085,2,1,288,11,20,200,5,1,2,C,13,963,Female,,3085,0,0,479,28,4,150,8,0,5,D,8,812,Male,,3085,10,6,207,88,111,15,5,1,20,B,61,2938,Male,,3085,64,50,674,117,126,20,10,51,32,A,87,2523,Female,
3086,13,5,264,22,3,4,8,9,0,"S,M,L,XL",2,270,Male,,3086,7,1,361,13,8,6,7,5,0,Y,15,387,Female,,3086,1,0,275,22,12,8,9,1,1,"S,M,L,XL",0,431,Male,,3086,5,4,180,15,11,30,9,2,4,A,0,665,Female,,3086,28,7,353,28,20,4,5,20,3,B,7,376,Male,,3086,7,4,57,18,11,35,6,0,2,L,8,604,Female,,3086,4,0,442,14,8,400,7,0,5,K,13,472,Male,,3086,9,1,305,15,10,200,10,0,1,C,13,1000,Female,,3086,2,1,486,24,5,150,5,0,0,D,9,929,Male,,3086,60,48,681,140,127,15,9,29,49,B,5,981,Male,,3086,20,11,1543,147,103,20,8,20,0,A,50,1805,Female,
3087,13,13,101,16,13,4,9,7,0,"S,M,L,XL",8,150,Male,,3087,1,1,37,9,5,6,5,1,5,Y,8,454,Female,,3087,4,3,128,4,7,8,8,4,3,"S,M,L,XL",9,634,Male,,3087,17,12,181,29,3,30,6,8,1,A,8,562,Female,,3087,18,11,320,24,6,4,7,4,1,B,4,483,Male,,3087,4,1,399,10,11,35,5,3,2,L,10,458,Female,,3087,5,1,489,9,3,400,5,4,5,K,5,496,Male,,3087,24,5,269,7,18,200,7,11,5,C,10,456,Female,,3087,7,3,187,12,11,150,6,0,1,D,10,483,Male,,3087,123,39,1124,126,150,15,10,67,36,B,20,1354,Male,,3087,32,32,1715,36,28,20,7,12,27,A,25,3677,Female,
3088,0,0,407,3,18,4,7,0,5,"S,M,L,XL",7,547,Male,,3088,9,2,79,26,15,6,9,8,1,Y,11,425,Female,,3088,12,1,133,30,16,8,9,2,3,"S,M,L,XL",15,279,Male,,3088,7,5,311,7,2,30,10,6,3,A,11,611,Female,,3088,12,9,349,27,13,4,10,6,1,B,3,382,Male,,3088,4,2,242,15,13,35,6,1,4,L,3,292,Female,,3088,2,0,484,5,9,400,9,0,5,K,1,499,Male,,3088,19,13,350,28,16,200,9,9,0,C,8,777,Female,,3088,1,0,191,6,9,150,10,1,2,D,8,330,Male,,3088,71,59,647,129,101,15,10,12,44,B,51,1035,Male,,3088,19,18,1382,136,114,20,8,12,32,A,70,1591,Female,
3089,1,0,282,18,6,4,9,0,0,"S,M,L,XL",14,807,Male,,3089,2,2,255,25,6,6,9,2,2,Y,11,403,Female,,3089,9,4,460,11,10,8,10,9,2,"S,M,L,XL",15,729,Male,,3089,8,3,246,10,20,30,10,2,5,A,15,297,Female,,3089,13,2,207,13,13,4,8,2,2,B,13,585,Male,,3089,2,0,445,22,16,35,10,1,1,L,12,614,Female,,3089,3,0,72,6,4,400,10,2,3,K,3,408,Male,,3089,13,5,76,21,9,200,10,6,3,C,14,629,Female,,3089,11,7,48,12,11,150,6,1,5,D,9,190,Male,,3089,58,20,419,145,60,15,7,46,22,B,26,2332,Male,,3089,21,21,1998,135,67,20,8,0,1,A,38,3782,Female,
3090,8,2,343,13,13,4,5,6,1,"S,M,L,XL",10,664,Male,,3090,4,2,262,20,5,6,6,3,0,Y,14,579,Female,,3090,0,0,346,2,17,8,5,0,4,"S,M,L,XL",9,554,Male,,3090,6,5,220,24,10,30,6,4,0,A,15,600,Female,,3090,19,7,50,20,10,4,9,8,1,B,9,119,Male,,3090,2,2,315,8,14,35,7,1,1,L,13,363,Female,,3090,2,2,198,10,9,400,9,0,0,K,5,362,Male,,3090,26,12,348,7,3,200,5,25,0,C,10,725,Female,,3090,4,2,278,30,17,150,6,3,3,D,14,649,Male,,3090,137,103,760,143,124,15,10,11,21,B,43,3122,Male,,3090,116,107,837,120,182,20,10,50,14,A,50,4742,Female,
3091,12,6,398,22,10,4,5,8,3,"S,M,L,XL",7,739,Male,,3091,8,1,168,9,13,6,10,5,3,Y,11,266,Female,,3091,11,5,122,25,9,8,8,5,0,"S,M,L,XL",1,625,Male,,3091,5,5,20,5,5,30,6,1,4,A,13,357,Female,,3091,10,9,347,28,4,4,7,0,3,B,11,584,Male,,3091,4,0,117,16,6,35,9,3,1,L,15,570,Female,,3091,4,3,185,5,2,400,10,0,3,K,1,192,Male,,3091,1,0,6,7,15,200,6,0,0,C,6,494,Female,,3091,10,8,154,14,15,150,8,5,3,D,9,638,Male,,3091,84,21,1239,135,78,15,10,29,8,B,51,2280,Male,,3091,0,0,1280,229,91,20,10,0,9,A,84,1772,Female,
3092,8,3,226,29,7,4,8,0,1,"S,M,L,XL",4,618,Male,,3092,9,8,410,17,17,6,6,4,5,Y,5,548,Female,,3092,0,0,290,12,19,8,9,0,3,"S,M,L,XL",4,679,Male,,3092,5,5,202,22,9,30,9,4,1,A,7,214,Female,,3092,25,16,253,29,14,4,9,14,4,B,9,451,Male,,3092,5,5,218,15,2,35,7,4,4,L,2,493,Female,,3092,5,5,182,10,3,400,5,3,1,K,8,298,Male,,3092,11,4,19,15,4,200,8,10,1,C,13,992,Female,,3092,7,7,92,30,14,150,10,1,1,D,6,959,Male,,3092,112,6,290,130,83,15,6,57,8,B,23,814,Male,,3092,59,53,1055,209,161,20,7,56,35,A,21,1196,Female,
3093,11,4,82,29,3,4,6,8,3,"S,M,L,XL",5,583,Male,,3093,4,1,217,7,5,6,7,2,0,Y,11,592,Female,,3093,15,8,281,16,18,8,6,6,1,"S,M,L,XL",7,588,Male,,3093,14,7,491,16,6,30,5,3,3,A,3,656,Female,,3093,21,19,144,22,8,4,6,0,1,B,14,446,Male,,3093,9,0,489,30,20,35,9,7,4,L,14,523,Female,,3093,4,0,460,5,2,400,8,4,1,K,9,465,Male,,3093,23,10,232,5,20,200,9,19,2,C,3,761,Female,,3093,11,4,493,15,11,150,8,0,0,D,3,747,Male,,3093,73,61,1801,130,97,15,9,51,39,B,4,2906,Male,,3093,132,36,1531,161,145,20,10,92,33,A,39,4611,Female,
3094,2,2,189,15,15,4,8,1,3,"S,M,L,XL",1,351,Male,,3094,2,2,113,5,20,6,8,2,4,Y,11,439,Female,,3094,5,1,207,25,16,8,8,1,1,"S,M,L,XL",9,740,Male,,3094,8,1,250,18,13,30,5,5,5,A,13,574,Female,,3094,17,2,10,21,19,4,5,13,2,B,3,264,Male,,3094,9,1,39,16,12,35,5,4,5,L,1,566,Female,,3094,6,4,483,7,2,400,6,2,2,K,5,494,Male,,3094,25,24,443,11,8,200,10,13,0,C,15,501,Female,,3094,1,0,308,12,17,150,9,0,4,D,8,880,Male,,3094,76,74,625,101,96,15,7,41,33,B,11,2997,Male,,3094,80,65,269,109,21,20,7,43,4,A,10,1206,Female,
3095,4,2,416,6,10,4,6,3,3,"S,M,L,XL",8,738,Male,,3095,7,4,31,24,16,6,5,5,4,Y,12,336,Female,,3095,16,5,386,29,11,8,7,12,3,"S,M,L,XL",6,484,Male,,3095,23,12,90,30,9,30,5,21,4,A,12,95,Female,,3095,23,21,360,24,18,4,5,16,0,B,1,589,Male,,3095,10,2,342,15,5,35,6,5,3,L,2,546,Female,,3095,5,4,197,8,5,400,5,1,4,K,4,452,Male,,3095,8,6,25,16,6,200,5,0,4,C,1,553,Female,,3095,14,4,40,30,9,150,6,1,2,D,8,795,Male,,3095,116,95,747,148,102,15,10,6,12,B,38,2188,Male,,3095,131,17,618,196,70,20,9,121,39,A,1,1863,Female,
3096,7,1,460,27,20,4,5,2,5,"S,M,L,XL",12,481,Male,,3096,4,4,251,26,12,6,6,2,5,Y,6,441,Female,,3096,0,0,282,22,10,8,8,0,2,"S,M,L,XL",15,292,Male,,3096,12,4,414,26,6,30,9,6,5,A,5,429,Female,,3096,14,7,350,18,16,4,5,13,3,B,3,451,Male,,3096,0,0,69,26,5,35,7,0,1,L,6,505,Female,,3096,5,3,286,13,10,400,9,2,3,K,10,486,Male,,3096,19,7,146,14,15,200,7,2,0,C,13,410,Female,,3096,0,0,225,30,19,150,5,0,5,D,10,862,Male,,3096,96,16,1741,119,15,15,10,61,34,B,3,3204,Male,,3096,4,4,480,241,88,20,10,1,19,A,58,1742,Female,
3097,11,10,318,19,7,4,5,5,5,"S,M,L,XL",14,354,Male,,3097,0,0,323,4,3,6,9,0,5,Y,4,351,Female,,3097,0,0,191,30,3,8,6,0,3,"S,M,L,XL",7,782,Male,,3097,1,1,76,20,9,30,7,0,2,A,3,344,Female,,3097,11,8,46,21,11,4,10,1,0,B,7,492,Male,,3097,5,0,103,15,20,35,7,5,4,L,10,197,Female,,3097,6,1,96,14,4,400,7,3,3,K,10,344,Male,,3097,1,0,106,22,14,200,9,0,5,C,3,368,Female,,3097,9,5,412,19,14,150,9,5,0,D,1,491,Male,,3097,34,1,1887,142,22,15,6,32,31,B,4,3386,Male,,3097,117,34,255,171,66,20,7,100,11,A,52,4215,Female,
3098,3,3,310,14,17,4,7,3,0,"S,M,L,XL",15,770,Male,,3098,8,0,101,19,16,6,6,0,2,Y,5,382,Female,,3098,0,0,468,30,4,8,6,0,3,"S,M,L,XL",3,706,Male,,3098,2,1,237,20,20,30,10,0,3,A,14,418,Female,,3098,4,2,481,22,6,4,7,4,2,B,3,575,Male,,3098,11,2,239,30,9,35,9,8,5,L,6,514,Female,,3098,1,1,190,14,2,400,8,1,3,K,9,412,Male,,3098,10,4,155,21,14,200,9,8,4,C,13,968,Female,,3098,9,2,354,17,7,150,9,2,5,D,3,988,Male,,3098,38,26,509,104,17,15,8,17,36,B,60,1054,Male,,3098,103,75,1391,223,68,20,7,69,9,A,84,3023,Female,
3099,6,1,366,26,17,4,8,4,4,"S,M,L,XL",4,735,Male,,3099,3,3,124,21,9,6,8,3,1,Y,3,189,Female,,3099,0,0,387,23,8,8,9,0,5,"S,M,L,XL",15,688,Male,,3099,20,6,227,20,16,30,5,17,4,A,5,400,Female,,3099,2,2,114,30,8,4,5,2,4,B,5,535,Male,,3099,6,4,184,26,14,35,8,3,3,L,2,471,Female,,3099,4,4,201,14,7,400,10,4,0,K,13,354,Male,,3099,9,5,392,20,18,200,7,9,1,C,13,922,Female,,3099,5,2,257,17,13,150,9,5,4,D,9,434,Male,,3099,13,7,1996,106,148,15,6,1,20,B,59,2307,Male,,3099,21,4,1119,152,74,20,10,4,39,A,15,2618,Female,
3100,11,6,412,14,14,4,5,3,4,"S,M,L,XL",15,901,Male,,3100,1,0,262,25,4,6,7,0,2,Y,9,469,Female,,3100,0,0,492,12,5,8,6,0,3,"S,M,L,XL",15,782,Male,,3100,17,8,338,27,18,30,9,7,1,A,8,405,Female,,3100,8,1,139,23,4,4,7,0,4,B,8,451,Male,,3100,9,5,225,29,4,35,8,2,2,L,5,657,Female,,3100,2,2,352,4,10,400,10,2,0,K,13,497,Male,,3100,7,1,334,27,14,200,7,6,3,C,3,579,Female,,3100,13,4,456,22,5,150,6,11,5,D,1,782,Male,,3100,8,0,1945,65,93,15,9,4,0,B,37,2043,Male,,3100,115,96,694,214,137,20,9,103,12,A,75,1270,Female,
3101,4,0,308,25,19,4,6,0,4,"S,M,L,XL",14,354,Male,,3101,3,1,321,17,20,6,8,1,3,Y,4,473,Female,,3101,15,13,297,22,11,8,5,7,1,"S,M,L,XL",4,621,Male,,3101,9,3,313,26,9,30,7,8,5,A,13,324,Female,,3101,12,5,53,18,4,4,7,8,4,B,3,182,Male,,3101,11,4,243,15,13,35,5,3,4,L,0,287,Female,,3101,2,0,286,9,10,400,6,2,5,K,0,403,Male,,3101,11,1,231,23,9,200,8,3,1,C,4,709,Female,,3101,5,1,452,21,5,150,6,1,4,D,6,600,Male,,3101,106,82,1426,122,91,15,10,64,2,B,26,3219,Male,,3101,120,28,320,235,26,20,10,24,34,A,76,3088,Female,
3102,13,4,246,14,5,4,10,5,5,"S,M,L,XL",8,758,Male,,3102,10,3,38,25,10,6,10,3,5,Y,0,562,Female,,3102,11,2,97,20,10,8,9,9,2,"S,M,L,XL",13,333,Male,,3102,10,10,136,24,16,30,10,6,3,A,9,522,Female,,3102,19,15,293,21,5,4,8,5,5,B,2,339,Male,,3102,6,4,181,19,20,35,5,4,3,L,12,629,Female,,3102,3,3,379,10,5,400,10,3,1,K,0,496,Male,,3102,9,7,147,16,14,200,7,2,4,C,9,872,Female,,3102,14,4,328,27,9,150,7,4,2,D,7,764,Male,,3102,129,86,1207,139,117,15,10,2,10,B,4,2536,Male,,3102,107,105,339,113,61,20,9,16,25,A,14,1358,Female,
3103,2,2,337,3,18,4,7,2,1,"S,M,L,XL",3,578,Male,,3103,3,0,89,23,12,6,7,1,1,Y,13,127,Female,,3103,14,1,109,21,3,8,10,13,0,"S,M,L,XL",5,365,Male,,3103,11,5,487,11,14,30,8,1,3,A,7,569,Female,,3103,2,1,361,30,5,4,6,1,2,B,11,543,Male,,3103,0,0,286,3,15,35,5,0,5,L,8,752,Female,,3103,2,1,493,3,10,400,9,2,1,K,0,498,Male,,3103,29,21,352,18,17,200,7,20,0,C,15,453,Female,,3103,7,3,472,22,19,150,5,3,1,D,4,654,Male,,3103,55,42,360,132,43,15,8,0,33,B,65,2695,Male,,3103,80,25,1976,243,189,20,10,31,25,A,79,4927,Female,
3104,0,0,343,17,13,4,5,0,0,"S,M,L,XL",11,384,Male,,3104,10,2,147,16,7,6,10,8,2,Y,9,249,Female,,3104,3,1,491,11,3,8,8,1,2,"S,M,L,XL",8,532,Male,,3104,13,12,94,17,20,30,10,4,5,A,8,502,Female,,3104,25,5,276,30,10,4,6,25,4,B,7,320,Male,,3104,12,3,494,14,11,35,9,5,5,L,13,633,Female,,3104,0,0,43,14,8,400,8,0,1,K,15,379,Male,,3104,0,0,414,27,15,200,6,0,1,C,2,659,Female,,3104,7,5,35,11,13,150,7,0,2,D,0,939,Male,,3104,120,48,435,129,84,15,8,119,3,B,19,2396,Male,,3104,34,24,1383,41,48,20,8,31,44,A,64,4019,Female,
3105,9,1,493,25,7,4,10,9,5,"S,M,L,XL",14,958,Male,,3105,1,1,103,30,5,6,9,0,4,Y,14,240,Female,,3105,2,0,345,25,2,8,10,2,3,"S,M,L,XL",9,789,Male,,3105,16,2,380,23,11,30,5,15,0,A,6,556,Female,,3105,12,2,326,17,13,4,6,6,3,B,8,572,Male,,3105,9,4,307,28,17,35,10,5,1,L,12,352,Female,,3105,5,3,174,12,7,400,6,0,1,K,7,209,Male,,3105,17,12,123,13,14,200,9,8,5,C,4,687,Female,,3105,7,3,386,14,13,150,8,5,5,D,9,521,Male,,3105,113,71,353,124,60,15,7,43,32,B,26,2185,Male,,3105,110,21,1478,229,43,20,9,66,46,A,78,4267,Female,
3106,4,0,120,20,6,4,10,4,1,"S,M,L,XL",6,881,Male,,3106,4,2,19,10,5,6,6,0,0,Y,12,276,Female,,3106,8,7,245,30,3,8,7,4,4,"S,M,L,XL",14,373,Male,,3106,16,12,52,17,2,30,8,16,1,A,12,503,Female,,3106,9,4,241,18,20,4,7,8,0,B,6,388,Male,,3106,6,4,265,30,11,35,7,3,3,L,15,396,Female,,3106,6,0,415,7,4,400,9,6,1,K,6,489,Male,,3106,15,4,205,27,13,200,6,14,1,C,11,491,Female,,3106,4,4,316,25,4,150,10,3,5,D,8,982,Male,,3106,32,16,1681,127,66,15,7,12,19,B,54,2780,Male,,3106,114,91,1887,116,106,20,7,13,36,A,85,4204,Female,
3107,7,2,443,14,18,4,8,0,3,"S,M,L,XL",9,604,Male,,3107,9,1,224,25,4,6,6,9,5,Y,4,290,Female,,3107,11,7,155,24,6,8,10,4,3,"S,M,L,XL",3,482,Male,,3107,18,6,244,20,19,30,7,6,5,A,7,354,Female,,3107,8,5,48,30,4,4,9,1,4,B,9,284,Male,,3107,4,2,187,24,12,35,7,1,0,L,1,560,Female,,3107,2,2,411,9,7,400,10,1,0,K,11,479,Male,,3107,1,1,420,17,8,200,7,1,3,C,14,873,Female,,3107,9,8,432,8,8,150,8,1,4,D,4,525,Male,,3107,127,119,171,136,68,15,7,69,36,B,25,2801,Male,,3107,125,125,1897,184,156,20,7,15,18,A,72,3423,Female,
3108,3,1,318,13,2,4,7,2,4,"S,M,L,XL",15,509,Male,,3108,9,7,398,9,14,6,5,9,5,Y,10,437,Female,,3108,2,2,347,14,19,8,10,1,3,"S,M,L,XL",5,438,Male,,3108,13,8,145,26,16,30,10,9,1,A,5,265,Female,,3108,19,17,226,27,4,4,9,2,2,B,11,558,Male,,3108,11,4,262,27,17,35,7,4,0,L,15,789,Female,,3108,3,3,283,11,9,400,8,3,1,K,8,404,Male,,3108,6,1,350,26,14,200,6,0,4,C,7,900,Female,,3108,3,1,201,17,20,150,10,0,4,D,3,769,Male,,3108,28,5,942,145,57,15,6,12,32,B,63,2629,Male,,3108,90,86,1517,184,129,20,8,64,11,A,39,1995,Female,
3109,4,1,480,10,20,4,6,4,0,"S,M,L,XL",4,639,Male,,3109,0,0,50,22,5,6,10,0,0,Y,10,228,Female,,3109,15,13,424,18,10,8,10,1,1,"S,M,L,XL",15,489,Male,,3109,17,16,437,23,8,30,8,13,4,A,15,454,Female,,3109,11,8,185,11,5,4,5,11,5,B,8,405,Male,,3109,3,2,492,20,10,35,7,3,5,L,4,736,Female,,3109,1,1,286,4,10,400,7,1,0,K,0,338,Male,,3109,4,4,343,7,18,200,10,3,1,C,9,973,Female,,3109,11,6,109,28,2,150,8,0,1,D,9,994,Male,,3109,44,20,1440,98,144,15,10,8,40,B,30,1661,Male,,3109,40,22,2009,173,133,20,7,32,5,A,95,3517,Female,
3110,6,1,365,23,15,4,8,1,1,"S,M,L,XL",5,686,Male,,3110,2,0,387,26,15,6,9,2,1,Y,9,422,Female,,3110,15,13,295,30,10,8,5,2,3,"S,M,L,XL",1,637,Male,,3110,19,7,199,29,3,30,8,0,4,A,14,378,Female,,3110,20,1,429,29,6,4,5,4,1,B,14,504,Male,,3110,5,1,360,30,6,35,9,5,4,L,8,738,Female,,3110,4,1,273,5,6,400,5,3,2,K,9,304,Male,,3110,24,7,178,6,2,200,10,4,1,C,1,305,Female,,3110,12,4,264,17,6,150,7,10,4,D,7,667,Male,,3110,65,43,359,117,114,15,8,8,29,B,14,421,Male,,3110,122,17,711,137,69,20,8,80,17,A,35,821,Female,
3111,8,7,466,30,4,4,8,4,0,"S,M,L,XL",12,574,Male,,3111,10,3,426,21,2,6,8,7,5,Y,0,469,Female,,3111,16,11,248,16,19,8,7,15,4,"S,M,L,XL",8,499,Male,,3111,9,2,206,21,3,30,7,2,3,A,10,535,Female,,3111,27,16,475,29,13,4,9,3,0,B,8,507,Male,,3111,4,3,266,15,6,35,8,4,4,L,6,336,Female,,3111,4,2,226,11,3,400,8,1,5,K,10,486,Male,,3111,26,6,332,24,6,200,6,1,4,C,2,978,Female,,3111,4,1,73,21,7,150,9,4,5,D,6,680,Male,,3111,145,4,1645,148,35,15,7,67,14,B,4,2375,Male,,3111,30,27,2346,138,29,20,10,13,47,A,5,4548,Female,
